${info.timestamp} ${info.level}: ${info.message}
${debug.timestamp} ${debug.level}: ${debug.message}
${debug.timestamp} ${debug.level}: ${debug.message}
${debug.timestamp} ${debug.level}: ${debug.message}
${debug.timestamp} ${debug.level}: ${debug.message}
2020. 07. 09 22:43:31 info: ::ffff:127.0.0.1 - - [09/Jul/2020:13:43:31 +0000] "GET /api/memoList?pageNo=1 HTTP/1.1" 416 71 "http://127.0.0.1:1001/memoList" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"

2020. 07. 09 22:43:35 info: ::ffff:127.0.0.1 - - [09/Jul/2020:13:43:35 +0000] "GET / HTTP/1.1" 200 1613 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"

2020. 07. 09 22:43:37 info: ::ffff:127.0.0.1 - - [09/Jul/2020:13:43:37 +0000] "POST /api/signin HTTP/1.1" 302 62 "http://127.0.0.1:1001/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"

2020. 07. 09 22:43:37 info: ::ffff:127.0.0.1 - - [09/Jul/2020:13:43:37 +0000] "GET /memoList HTTP/1.1" 200 3284 "http://127.0.0.1:1001/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"

2020. 07. 09 22:43:37 info: ::ffff:127.0.0.1 - - [09/Jul/2020:13:43:37 +0000] "GET /api/memoList?pageNo=1 HTTP/1.1" 416 71 "http://127.0.0.1:1001/memoList" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"

